X,Y
216.67094726734007,50.23641719431703
221.1793535249272,44.835253123548526
225.7017289912087,39.44426047384964
230.27501146801103,34.09174104808977
234.8283181420266,28.721393591165914
239.29460826305043,23.282643479167973
243.72374447367264,17.817397085717445
248.1807956678652,12.371809133748604
252.6449244988181,6.931872604668985
257.0325600441434,1.4350648868238678
261.2928969238888,-4.169527016453753
265.4347958979479,-9.881075964328012
269.51465268107177,-15.651310732992144
273.5958880933793,-21.418944192529118
277.7327892633329,-27.13045334257344
281.9660081922459,-32.74754603444991
286.3271819017325,-38.235418997165596
290.84453222490265,-43.55143170135375
295.5471525160486,-48.65086607548088
300.46101027329405,-53.501049752313484
305.5927644704571,-58.09763830578784
310.9474954739779,-62.446450976605945
316.5423787042761,-66.54555852643202
322.3408083812591,-70.43636420889051
328.24011971202094,-74.21336125093896
334.19106186758205,-77.9327007320314
340.22677912215534,-81.5903827516326
346.32314992627335,-85.22975604095333
352.3678321265958,-88.95298676125208
358.2564164805292,-92.85954589887314
363.9388346247053,-97.0071869769361
369.3842965899185,-101.41566314878165
374.5674959969126,-106.08931063042624
379.47397043539485,-111.02882241070273
384.1251260343166,-116.22609474243467
388.5704770606104,-121.6568963923264
392.83323309008665,-127.2858197104409
396.84040234901977,-133.09038023451376
400.53463182204933,-139.05694661510353
403.9304332989874,-145.17239393177863
407.08216595338513,-151.4246087734463
410.03647977883145,-157.79555623272222
412.7891132112348,-164.2693471455149
415.23830125582623,-170.861786867463
417.2759719531365,-177.59152586729022
419.072836974142,-184.40374538216275
420.7845067432994,-191.2379381298676
422.2687070631548,-198.11052507800713
423.63295304928374,-204.99965726865895
425.0078382915697,-211.8752727644031
426.4677433768512,-218.70814046279708
428.0480996234957,-225.48285404448905
429.75428775292295,-232.207734307751
431.61837970561305,-238.88431560375162
433.7497794360287,-245.47140904882116
436.18756394475224,-251.9532487301719
438.83300422741814,-258.3690756637846
441.59980328074283,-264.74231278042805
444.530710585522,-271.0579838358213
447.7058050774389,-277.2916057016663
451.14237324352797,-283.43632957607394
454.77136871188446,-289.5067919487203
458.47160012121753,-295.53290946872545
462.13377098635317,-301.54644229787937
465.76408986108834,-307.5536390452063
469.49300844429115,-313.5317560787466
473.2340131824958,-319.50288687506463
476.8636084289289,-325.4893674787105
480.60428967734265,-331.4311233035899
484.481702552101,-337.3131490279562
488.4289928786182,-343.1541670455708
492.37606266969186,-348.99146456480923
496.27990016642525,-354.8527380741258
500.15466464389925,-360.7318500757848
504.03929430257324,-366.6071477732458
507.8940434764512,-372.50178282316915
511.67460810526177,-378.4410157947282
515.4165375763944,-384.4037592773371
519.1556981186739,-390.3687157362847
522.908375597003,-396.32598434571133
526.6770295971959,-402.27380691077997
530.459273268676,-408.21340513930056
534.2431303792689,-414.1517409638917
538.009769700377,-420.0998541468904
541.7434693856449,-426.0672522325817
545.4456177943612,-432.0540837335563
549.1344759796716,-438.05079778290485
552.8410589696398,-444.04009144948674
556.5947381116933,-450.0052611451651
560.3985734099949,-455.9437065852503
564.2258881227765,-461.86897377229457
568.0343151119308,-467.8028312697086
571.7790277738117,-473.76827103451745
575.4309511768848,-479.7804388887647
578.9767724683402,-485.846675925941
582.4145786658964,-491.9686277086507
585.7504067614734,-498.14379421145827
588.9922756676175,-504.36854730243914
592.146465042186,-510.639943218782
595.2124335277135,-516.9578981230945
598.1743245324885,-523.3275979016157
601.0018124906605,-529.7597328795507
603.6599224313619,-536.2667252437218
606.1331875831863,-542.8524504032131
608.4663103299295,-549.4991232892482
610.7516144739915,-556.1717773529995
613.0538271183341,-562.8429887375366
615.369370944208,-569.505835481427
617.641653303665,-576.1717777497795
619.8088637748521,-582.8594636539907
621.8608939986367,-589.5760817210073
623.8320662915339,-596.3163250576375
625.751217147168,-603.0743752406738
627.6068373395283,-609.8525771490641
629.381049744746,-616.6540082716094
631.0944121114755,-623.4706501982969
632.7935312933722,-630.2877073287607
634.5325813048278,-637.0896092192376
636.3451555385896,-643.8676500196758
638.2320460473683,-650.6228175258536
640.169273719388,-657.3631068843341
642.1264513575329,-664.0984674918509
644.0845108949122,-670.835665429551
646.0541367530238,-677.5727672140797
648.0735103710174,-684.2996431935019
650.1580086927362,-691.0117783155719
652.266703981533,-697.7194659086842
654.3368664273924,-704.4388292703399
656.3384665286023,-711.1775326886393
658.29627950631,-717.9291167275532
660.2635646963142,-724.6799412546961
662.2628229304302,-731.4247366759935
664.2619730553768,-738.1729236124914
666.2122862108016,-744.9378695176449
668.1151625749706,-751.7181854441246
670.0167962155288,-758.4994414365251
671.9607148885956,-765.268146513926
673.9709230549611,-772.0168244949743
676.0396292570606,-778.7477420067534
678.1413642254236,-785.4685934217513
680.2495907435766,-792.1874210770002
682.340263836298,-798.911470787665
684.3973378196673,-805.6455071492021
686.4150851383336,-812.3911350717925
688.3913676037989,-819.1488704776552
690.3273363172124,-825.918291414691
692.2272692635828,-832.698098286262
694.0974643801533,-839.4864178814192
695.945520353143,-846.2809906860064
697.7802653247968,-853.0791988132316
699.6103443540945,-859.8785070323381
701.4423799345686,-866.677020306907
703.2799160480246,-873.4737886499429
705.1247364012386,-880.2683890035573
706.978296675496,-887.0604978866038
708.8430777986742,-893.8494893357815
710.7223854006445,-900.6344860751753
712.6189612039854,-907.4147577197434
714.5356750504483,-914.189513141881
716.4748569913127,-920.9580843373864
718.436920053561,-927.720314442688
720.4192743703728,-934.4768658081576
722.4175229064497,-941.228908421823
724.42426348663,-947.9784942428067
726.4284180019891,-954.7287688418508
728.4183078835929,-961.4831020370113
730.3843382062223,-968.2442882893541
732.3282479944278,-975.0118867126937
734.2644694658762,-981.7818153309795
736.2137888630616,-988.5481493831342
738.1885700497444,-995.3073738910435
740.1851917184481,-1002.0605451205088
742.1888991542276,-1008.8118204525445
744.1839294224949,-1015.5652346347034
746.1576093506058,-1022.3235827965381
748.0991644994963,-1029.089125050988
749.9927352753335,-1035.8665819880011
751.819194465917,-1042.6625989524855
753.566898185439,-1049.481832188229
755.2554958017658,-1056.3183624557666
756.9306423358157,-1063.1573486973998
758.6396756501587,-1069.9833345762408
760.3984356244925,-1076.7916105101142
762.1947832975072,-1083.5869250538215
764.0014965743532,-1090.379180254823
765.7947191591751,-1097.1772770627254
767.5851041437464,-1103.9783207058888
769.418192644591,-1110.767618958409
771.3519945346956,-1117.525906874024
773.4233018601124,-1124.2407348468969
775.625395753978,-1130.9140772779072
777.923344708601,-1137.5572539145332
780.2815566993373,-1144.181605423436
782.6755283134199,-1150.794431388082
785.084434335285,-1157.4018264117121
787.4785770740082,-1164.0132390763001
789.8156926921856,-1170.6429343620448
792.0597008638607,-1177.3032301424062
794.2006104075109,-1183.9975814771049
796.2912371366886,-1190.7089585882443
798.4169242910981,-1197.4104486710332
800.6197451253902,-1204.0919777194679
802.8599251571887,-1210.773268308505
805.0700914868283,-1217.4736742448522
807.1892820022682,-1224.1941608010115
809.2062903577848,-1230.9375557284468
811.1946453573198,-1237.731092401551
813.2374761064718,-1244.6108779330718
815.2817420287893,-1251.5606745979962
817.1522475790189,-1258.5258760718023
818.6948282862588,-1265.4752023211631
819.811227838267,-1272.3968905567822
820.4259586130404,-1279.2667855104087
820.4565823071547,-1286.0356709158896
819.8229919111028,-1292.6515340499277
818.4571004041802,-1299.0719006196628
816.3203920526929,-1305.266229957449
813.4315510129503,-1311.2211406095041
809.8465542544957,-1316.9330801097924
805.6556307065322,-1322.403570753887
801.0205031527386,-1327.6635833006112
796.1475231004029,-1332.7867070893117
791.1776815163522,-1337.8614092258913
786.1040125696193,-1342.9536392640512
781.000079604653,-1348.1215943471454
776.1376115128915,-1353.4396459333386
771.831778422541,-1358.9818168990007
768.2034006475747,-1364.779402716815
765.2008466476622,-1370.8037554710152
762.7899058564344,-1377.0287305820484
761.0099709629151,-1383.4620374339936
759.8605258170883,-1390.1093151776809
759.2699938448989,-1396.9505919749322
759.1801102189883,-1403.9228376896183
759.6362419043346,-1410.91431769388
760.6578485704731,-1417.8368755366566
762.1937852387207,-1424.6636306110545
764.221040833504,-1431.3962539582853
766.6558614319271,-1438.0457172975716
769.3366989298845,-1444.6318251466384
772.1889480735434,-1451.2001767588683
775.1370406010458,-1457.797999486717
777.9392136597199,-1464.434773877782
780.3124586109634,-1471.0862288994635
782.1922780461574,-1477.7225134405935
783.6253793757285,-1484.3323224594556
784.5733659639441,-1490.9163701167336
784.8938662887853,-1497.4695063673055
784.4826475872812,-1503.9710710757606
783.2843605440419,-1510.3868316896553
781.2643156738106,-1516.683336993104
778.4252517395311,-1522.8480564030003
774.8364645955484,-1528.857507388071
770.6411183515197,-1534.6309054419035
766.0232486982333,-1540.1021942239295
761.0686111960765,-1545.2659701009534
755.8059111770198,-1550.0960221245882
750.3559010464999,-1554.6527449763798
744.7472721363251,-1558.9743986930357
738.958685433779,-1563.065916394334
733.0693278336092,-1566.986115656727
727.1461981220975,-1570.8075350668819
721.1613607936423,-1574.5318566373787
715.097906726201,-1578.1476709560613
709.0356801345533,-1581.7649811988806
702.9835486174627,-1585.3812395337482
696.9530496161917,-1589.0116051750078
690.9442544325802,-1592.6656236173042
684.9512508925388,-1596.341686129021
679.0202573575102,-1600.115367363718
673.1445033063524,-1603.9719285421638
667.2936524684499,-1607.8653084163645
661.4795928346974,-1611.814464645554
655.7198570464882,-1615.842979958259
649.9579955028518,-1619.8784173112936
644.1319303215089,-1623.8275777534925
638.2975556055542,-1627.7485172001436
632.4993900310444,-1631.7148062121337
626.7050453359398,-1635.6765458405253
620.8820939776602,-1639.6012985795892
614.988016189441,-1643.4616397675632
609.2144794421438,-1647.4733073645193
603.5110890564796,-1651.550984038438
597.8600558473645,-1655.6748511725511
592.2696737143649,-1659.8601686463978
586.6756674453409,-1664.0173830171182
581.1434200864272,-1668.2581629148046
575.659237409089,-1672.5662110996932
570.2018167090057,-1676.905850549202
564.784923250161,-1681.316878354837
559.3514768853037,-1685.7553402071123
553.8523045049056,-1690.18882437707
548.2827286347645,-1694.5815775714225
542.6072325435485,-1698.7952122729757
536.7348573073032,-1702.698895145997
530.6599982241603,-1706.27883168906
524.4367706763719,-1709.5341952743272
518.0286929951681,-1712.3037099467454
511.4361855212993,-1714.4708130602917
504.63926775060395,-1715.9930800559664
497.66796664073587,-1716.845302533824
490.7834972205678,-1717.0801807121613
483.95238123017174,-1716.45433067578
477.24574810630247,-1714.9520891003942
470.8357252304581,-1712.5750704928091
464.8032487141005,-1709.3723631437094
459.271526227742,-1705.445048461314
454.29237679114857,-1700.766539180875
449.85857291321054,-1695.3555293691652
446.113705699852,-1689.4002867435559
443.207187902337,-1683.0879378762404
441.20301554007057,-1676.5130246693839
440.1390879925668,-1669.7640343487942
440.0257248494083,-1662.9628659458244
440.8011852171169,-1656.1544443599491
442.42530611036074,-1649.445604690312
444.90036820119286,-1643.0525235433545
448.2006695973242,-1637.1299197763844
452.24018350130603,-1631.763079336842
456.8418381244096,-1626.8881660400416
461.92241777892957,-1622.4393564144368
467.5325001338214,-1618.4681616584699
473.48484140444265,-1614.788491243993
479.6485160018362,-1611.3230204765223
486.01949067789946,-1608.0996922385866
492.476773908209,-1605.1017777289649
498.970696489867,-1602.2595638528892
505.4240556252837,-1599.4504742881427
511.7694454608235,-1596.593693670916
518.1624609384114,-1593.7728001734408
524.6382640927628,-1590.9618399109704
531.1123607518056,-1588.0503646974248
537.4911120162108,-1584.943507881067
543.6986646002613,-1581.5439183272906
549.6792964379831,-1577.7608718239342
555.4276537949933,-1573.7061442826275
560.9201199960535,-1569.471170599697
566.0550715702176,-1564.9744877311937
570.6989193881028,-1560.1211580538
574.7593470908782,-1554.8227404003453
578.2535127942228,-1549.1270862212673
581.1921357543282,-1543.1019858376367
583.4600098851732,-1536.6348070762988
585.1348193314143,-1529.871016236519
586.3112432748445,-1522.9552823102192
586.987114173791,-1515.924737402161
587.1452378540604,-1508.8093037818608
586.834709890531,-1501.6550770733788
586.1271207092447,-1494.5445757046318
585.1026747422322,-1487.5455300246135
583.7924885600427,-1480.6285028214284
582.2212706974035,-1473.7639201040809
580.40779513718,-1466.9544226326216
578.384913174311,-1460.208298852456
576.2012856412626,-1453.5226418379732
573.8930667654803,-1446.88297626961
571.4712465050709,-1440.2761659168589
568.9339914620776,-1433.698290130287
566.2984733448496,-1427.147500105361
563.6178230550818,-1420.6161921843607
560.9270252938439,-1414.097721075184
558.2230597713307,-1407.588895831328
555.5089815773597,-1401.082800502696
552.8185331386081,-1394.5658333854215
550.1506064961542,-1388.0357379081174
547.4826401931575,-1381.4981672326592
544.8387019144822,-1374.9482553076066
542.2864665288656,-1368.3709378600986
539.8690447910154,-1361.7619694643377
537.6310568305437,-1355.1118781731707
535.6096643187084,-1348.4090038067113
533.8050544201233,-1341.6529774717005
532.1987710504852,-1334.8513902756665
530.7930002749245,-1328.004738937244
529.6076058683057,-1321.1065959391183
528.6401533789426,-1314.156946638961
527.8507888187298,-1307.1667108288975
527.1810471800195,-1300.1510684330217
526.5715817041487,-1293.123757243418
525.9760966263569,-1286.0946368967125
525.3594201718389,-1279.0707916525516
524.6867555978866,-1272.0580203040195
523.9203207245591,-1265.0610389385338
523.0271268058102,-1258.082505860304
521.9911701098599,-1251.1230646358983
520.8287819338029,-1244.180175252868
519.5839831646675,-1237.2489648071994
518.3075524119201,-1230.3233746924125
517.0424176002584,-1223.3975143192447
515.8148873207504,-1216.4667722942047
514.6413766226251,-1209.5278362188183
513.5199634253913,-1202.5806576161128
512.4450714389508,-1195.626573650622
511.4071570611901,-1188.6679851728188
510.38898889356085,-1181.70849630732
509.37694576814425,-1174.7498837519247
508.377481665856,-1167.7887462606518
507.3945008399618,-1160.8229101984684
506.40764102476027,-1153.8570166005707
505.38549494944107,-1146.8989626537543
504.3049761869111,-1139.952464227775
503.15204730676794,-1133.016320098279
501.9216714831074,-1126.0863743979855
500.6101454117373,-1119.1601858971865
499.2050795740671,-1112.2414106022893
497.69331093866697,-1105.3380493384007
496.06236998930314,-1098.4621994298143
494.30042480936027,-1091.628784254109
492.3925466287876,-1084.854421980811
490.3215956192893,-1078.1504197527017
488.06715339752895,-1071.5180795772035
485.603379072851,-1064.9540345156852
482.9141001169063,-1058.457342388081
479.9824950069641,-1052.0426477820786
476.79384006308715,-1045.7345029830053
473.3485272299066,-1039.547994054757
469.64922095343155,-1033.4911741858846
465.6711539712396,-1027.5834802633487
461.37240361087675,-1021.8999509928285
456.7286272589127,-1016.5637788825928
451.7554380355267,-1011.6570034711528
446.49209896493437,-1007.1755864707713
440.9688730941757,-1003.1115855867108
435.1935855244342,-999.4731598847799
429.1619223926101,-996.2485248901135
422.87872463122886,-993.4525406610428
416.3631779032362,-991.1484641109636
409.64389597790796,-989.3265446624046
402.75804882648873,-987.8690707877741
395.7549388055093,-986.6572307936063
388.69060096433725,-985.6662761581413
381.61033889994184,-984.9034425779754
374.5367918546018,-984.3400594932499
367.47228436216614,-983.9278550183399
360.4150858827281,-983.6250646331755
353.36497100500765,-983.4059856502704
346.32129828895177,-983.2785039321893
339.2850747251555,-983.2976474388926
332.2591838548043,-983.5663214444623
325.2550126297159,-984.1692201289486
318.2989697540988,-985.1122899973433
311.42122128608463,-986.367410974588
304.6377688554267,-987.9467518722565
297.94283008605476,-989.8485256188362
291.3245404377363,-992.0530783623036
284.81442610288263,-994.6184575861777
278.4216165093845,-997.5603902833528
272.1264134311986,-1000.7691032630332
265.9695019054854,-1004.1870033528588
259.9892702207355,-1007.8528333568911
254.14949147866665,-1011.7915530704283
248.43838825630934,-1015.9860379970978
242.84804826562294,-1020.3732288442911
237.38224236848225,-1024.9116792916443
232.1139372754538,-1029.6221741636696
227.09585936440018,-1034.5277356122863
222.27294598732746,-1039.6055455467933
217.6587615353572,-1044.8653855879948
213.34587738146365,-1050.34157416257
209.2756194602451,-1056.011023865341
205.50406601792986,-1061.8844954976676
201.99215148334173,-1067.9339354175822
198.67343889412223,-1074.1134854814513
195.60214000301528,-1080.413582752991
192.6991426735044,-1086.7982913324458
189.96354080005256,-1093.2787769853514
187.446381715001,-1099.8512982751292
185.09086573547796,-1106.4847333860002
182.85870589126353,-1113.1748426759898
180.71462479816415,-1119.8976424798052
178.54698868415812,-1126.588036191986
176.34226504013344,-1133.2543057284418
174.14318956002657,-1139.9221408191383
171.93904799646182,-1146.5906932356102
169.68608350402653,-1153.2437073544743
167.37068884184615,-1159.8730037696155
164.98021123706255,-1166.4711260237164
162.54978562538213,-1173.0555041625068
160.14415643805768,-1179.651156219355
157.5714089625542,-1186.1895028672197
154.96187907931656,-1192.714498771384
152.34751299767268,-1199.2385205940775
149.61788514022783,-1205.7230816356705
146.86512874301692,-1212.1928068654267
144.09556223255433,-1218.6520455647615
141.32878323595426,-1225.1063774733516
138.63201916174702,-1231.5775027190866
135.94702599673042,-1238.0497002731802
133.27112410505882,-1244.5212442922978
130.63115443967635,-1251.006190256592
127.99638478122702,-1257.4940178809038
125.42480114529317,-1264.0076660513266
122.98954501367231,-1270.5740461795865
120.60927635758514,-1277.160720577098
118.20772123393455,-1283.739998121019
115.90385134630178,-1290.3593038743484
113.71849989687618,-1297.0249059447096
111.5639063644899,-1303.7057433738241
109.48537718950845,-1310.4331169088266
107.37089142147282,-1317.147496430214
105.31752173935323,-1323.9040319000628
103.36330518938206,-1330.7623372895846
101.26509996739134,-1337.57859450783
99.0866087803077,-1344.3824456083494
96.75749349669978,-1351.1073956181535
94.11767834286464,-1357.6220035898934
91.16724843179722,-1363.9242385110106
87.89472530370037,-1370.052108727402
84.23464389036138,-1375.8852473910404
80.15797968474246,-1381.3524415403945
75.67592618553859,-1386.5258513792062
70.82145017755602,-1391.3353350940783
65.57841590417763,-1395.7818579630175
59.90675406396552,-1399.7989473453113
53.84876109386321,-1403.2515578720088
47.5192680161102,-1406.1239120594237
40.9579846926014,-1408.4172379506908
34.18561807620412,-1410.1830083776988
27.237369409303017,-1411.538563665577
20.124108890980608,-1412.4793268693663
13.05134460521779,-1412.92600575006
6.163142242067147,-1412.793908949437
-0.6216063039463194,-1411.9532725365812
-7.2506661002769635,-1410.4561680492063
-13.771702011851986,-1408.3598794392014
-20.20356099872958,-1405.7869531226306
-26.538482766726183,-1402.9042655333915
-32.79435598216184,-1399.8514284651465
-39.035799997313475,-1396.6435896461464
-45.28468636311292,-1393.4595258196753
-51.54650901801602,-1390.5450847488062
-57.87427166376162,-1387.8873491475704
-64.29363326703097,-1385.6256957831947
-70.77672021678752,-1383.8334085241977
-77.31955861308805,-1382.5420452987673
-83.94365397452323,-1381.8774700545214
-90.68402310436737,-1381.885932841075
-97.61800030464089,-1382.5713979330435
-104.7330669319158,-1383.9245580556133
-111.76840647972925,-1385.8747617488218
-118.47980140498376,-1388.315594192312
-124.84007771035151,-1391.211574585073
-130.9278026171745,-1394.511807420827
-136.6549737410407,-1398.2625703751364
-142.12994976095956,-1402.4317952211215
-147.3788778032468,-1406.9486190335751
-152.34465226374357,-1411.7772650227766
-156.97807673677633,-1416.9160944827165
-161.30350734467567,-1422.3086585820956
-165.35425854881706,-1427.9334071606913
-169.12107261113064,-1433.7962316930402
-172.6469853778528,-1439.8192560879202
-175.96831562078034,-1445.9987875254074
-179.14675814239118,-1452.301336797052
-182.25766018162017,-1458.6473068291648
-185.34665689698204,-1464.9923438328726
-188.53633048002237,-1471.2423985482912
-191.8956639665027,-1477.378163300748
-195.23506317651749,-1483.5521684339403
-198.62774632183886,-1489.6735101148315
-202.1012054943774,-1495.7540961743696
-205.53097886869645,-1501.8989795695338
-209.06394680603344,-1507.9600034290593
-212.61574874868492,-1514.0187715821687
-216.3258208710697,-1519.9846663730784
-220.0466483446677,-1525.9459704471394
-223.69961286742495,-1531.9558391453124
-227.28824652247897,-1538.039260457059
-230.86840632004186,-1544.1931774354698
-234.49692805641402,-1550.3337915971497
-238.21029484399367,-1556.3861536498098
-242.07359941307928,-1562.3683545228628
-246.15956475642,-1568.203549141836
-250.5267429119775,-1573.74592222429
-255.2140006225915,-1578.8759017306495
-260.2575845475872,-1583.505862087496
-265.7047993072058,-1587.4872650796412
-271.4916718930145,-1590.7066135048876
-277.5213827177302,-1593.0981234001433
-283.9139242357212,-1594.5325913376885
-290.48519293207704,-1595.1941935748648
-297.1060678832792,-1595.1607562511113
-303.8836832441003,-1594.292810893307
-310.6516199914764,-1592.718381626637
-317.37117657386284,-1590.4944219615572
-323.95384868615497,-1587.7937329506685
-330.4080655494174,-1584.7019178346952
-336.70656495204776,-1581.3006240231523
-342.8489152715331,-1577.6401583979243
-348.875142535676,-1573.7506456676276
-354.8103720947347,-1569.7587667843598
-360.68225281318496,-1565.8182798075968
-366.54113254608114,-1561.9175416205023
-372.42886020649627,-1558.0382987251483
-378.3649484876101,-1554.1917547824823
-384.33874594758333,-1550.3619216137613
-390.29166585363123,-1546.4647767387155
-396.1447681049875,-1542.4213956121894
-401.8447102484239,-1538.2123922095566
-407.3592350691916,-1533.8547102432842
-412.66447342062327,-1529.3436417778178
-417.73659935014155,-1524.6316984819737
-422.5540123070799,-1519.6636402444713
-427.06677353528903,-1514.4148429615818
-431.18628170864685,-1508.895249861459
-434.84740169936236,-1503.1093394730856
-438.0633231203718,-1497.0458263442572
-440.8749543374788,-1490.7056304280795
-443.3159056619733,-1484.1229803056892
-445.4029603093453,-1477.3607514484677
-447.1418537379117,-1470.4887668536112
-448.62868356595754,-1463.5437149915397
-450.01094108422797,-1456.5334667912275
-451.3028005099225,-1449.4853350888197
-452.3821600126314,-1442.4484842201405
-453.11577893216634,-1435.459922490726
-453.47444871393895,-1428.507515319714
-453.5088463953557,-1421.5573763347031
-453.2375493691685,-1414.611528254546
-452.6327996981515,-1407.7033402529166
-451.70384959109646,-1400.86113333033
-450.4740400007553,-1394.0944648477473
-448.9413516616426,-1387.3933933483497
-447.0592704841536,-1380.7498011912328
-444.79816395708906,-1374.1642079477233
-442.2186563176643,-1367.647688294245
-439.43297473596976,-1361.2051791761132
-436.50632315382745,-1354.8186653112396
-433.46842950581146,-1348.4607761469226
-430.3453855374592,-1342.1160360071779
-427.18610986004376,-1335.7732479160338
-424.07248868364843,-1329.4210852946458
-420.98960914474753,-1323.085002382766
-417.7812274004974,-1316.8327482124923
-414.3432524050055,-1310.6999193374613
-410.7195324891607,-1304.660728232168
-407.0304024629138,-1298.6658587452957
-403.2988084984196,-1292.7188406742866
-399.4240247006077,-1286.8803485419426
-395.3186762291702,-1281.2025352829983
-391.0297814187988,-1275.6518138654453
-386.6628945129802,-1270.1486569325937
-382.2686158464079,-1264.6578032004418
-377.8221857155626,-1259.2039017064064
-373.2699248961022,-1253.836877823175
-368.5975522651213,-1248.5759596310654
-363.8462462456457,-1243.3965698512188
-359.0783432370931,-1238.2514666639336
-354.34295591181024,-1233.0921896726095
-349.66585051138395,-1227.880126185193
-345.0582922804285,-1222.5890212186464
-340.5002548466215,-1217.2329155164377
-335.9221956159124,-1211.8925923106776
-331.2552726640347,-1206.6542534435926
-326.51751081182886,-1201.4997804648629
-321.7313675417437,-1196.402692090047
-316.8825363300096,-1191.373580184152
-311.9367828577778,-1186.439592291632
-306.8955583820315,-1181.5850368422844
-301.81091862279834,-1176.7446045184606
-296.75526568337506,-1171.8555698951877
-291.7249201038675,-1166.9502641333258
-286.6220689915365,-1162.151555064205
-281.36538268547065,-1157.5437441490847
-275.93869430494624,-1153.131879001753
-270.38377669851536,-1148.8683377199686
-264.7455615682014,-1144.71227122649
-259.05139109384754,-1140.6403600984102
-253.3177373187318,-1136.6347635780849
